C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;C13;C14;C15;C16;C17;C18;C19;C20;C21;C22;
-0.04;-1.58;2.45;-12.4;-1.44;-3.83;-13.23;-10.49;-10.86;-11.79;-7.3;-9.73;-7.2;-18.16;-26.99;52.61;58.5;-35.74;-40.32;-3.53;-69.43;81.68;
-0.27;-1.6;2.6;-12.23;-1.23;-4.1;-13.29;-10.04;-10.47;-11.57;-7.45;-9.72;-6.97;-17.98;-26.98;52.52;58.38;-35.77;-40.34;-3.34;-69.26;81.43;
-0.37;-1.56;2.65;-12.02;-1.03;-4.32;-13.58;-9.58;-9.95;-11.21;-7.56;-9.69;-6.73;-17.82;-27.11;52.37;58.15;-35.75;-40.4;-3.09;-69.22;81.06;
-0.45;-1.38;2.51;-11.79;-0.8;-4.57;-13.95;-9.08;-9.36;-10.77;-7.62;-9.57;-6.51;-17.66;-27.29;52.26;57.91;-35.74;-40.47;-2.86;-69.14;80.55;
-0.44;-1.11;2.31;-11.55;-0.58;-4.73;-14.36;-8.65;-8.89;-10.31;-7.65;-9.48;-6.47;-17.58;-27.38;52.21;57.65;-35.81;-40.38;-2.67;-69.05;80.11;
-0.32;-0.76;1.93;-11.43;-0.52;-4.91;-14.81;-8.38;-8.53;-9.97;-7.6;-9.42;-6.45;-17.62;-27.46;52.19;57.5;-35.71;-40.2;-2.46;-68.99;79.71;
-0.08;-0.39;1.52;-11.38;-0.61;-5.02;-15.25;-8.1;-8.24;-9.63;-7.45;-9.38;-6.44;-17.59;-27.52;52.19;57.36;-35.49;-39.96;-2.28;-69.05;79.58;
0.3;-0.08;1.3;-11.44;-0.71;-5.1;-15.65;-7.87;-8;-9.25;-7.16;-9.36;-6.49;-17.59;-27.35;52.29;57.01;-35.15;-39.77;-2.19;-69.22;79.51;
0.7;0.13;1.03;-11.61;-0.93;-5.25;-15.82;-7.64;-7.79;-9.01;-6.71;-9.3;-6.42;-17.47;-27.15;52.48;56.85;-35.13;-39.53;-2.14;-69.58;79.36;
1.09;0.35;0.82;-11.79;-1.11;-5.35;-15.87;-7.44;-7.59;-8.9;-6.26;-9.23;-6.39;-17.39;-26.92;52.76;56.69;-34.98;-39.27;-2.07;-69.83;79.29;
1.48;0.49;0.68;-12.04;-1.41;-5.35;-15.8;-7.37;-7.5;-8.86;-5.79;-9.22;-6.25;-17.33;-26.85;53.08;56.69;-34.7;-39.15;-2.03;-70.13;79.33;
1.69;0.6;0.49;-12.18;-1.67;-5.24;-15.69;-7.24;-7.28;-8.79;-5.42;-9.24;-6.16;-17.2;-26.93;53.35;56.71;-34.5;-39.16;-1.93;-70.49;79.18;
1.9;0.6;0.42;-12.1;-1.99;-5.13;-15.67;-7.1;-7.03;-8.61;-5.13;-9.4;-6.16;-17.11;-27.07;53.54;56.75;-34.5;-39.26;-1.78;-70.8;79.1;
2.17;0.61;0.28;-11.8;-2.28;-4.97;-15.58;-6.92;-6.88;-8.54;-4.93;-9.71;-6.24;-17.16;-27.23;53.7;56.93;-34.44;-39.45;-1.54;-71.04;78.97;
2.3;0.65;0.13;-11.51;-2.49;-4.84;-15.56;-6.81;-6.77;-8.47;-4.81;-10.09;-6.54;-17.32;-27.44;53.79;57.06;-34.51;-39.74;-1.23;-71.14;78.98;
2.41;0.75;0.02;-11.2;-2.69;-4.62;-15.5;-6.88;-6.86;-8.44;-4.78;-10.32;-6.96;-17.58;-27.56;53.82;57.2;-34.61;-40.09;-0.83;-71.16;78.95;
2.47;1;0.06;-10.9;-2.85;-4.42;-15.56;-6.84;-7;-8.52;-4.75;-10.5;-7.28;-17.82;-27.7;53.77;57.32;-34.72;-40.39;-0.46;-71.03;78.83;
2.54;1.09;0.15;-10.65;-3.09;-4.38;-15.69;-6.98;-7.19;-8.56;-4.67;-10.57;-7.6;-18.07;-27.79;53.59;57.3;-34.85;-40.62;-0.11;-70.88;78.7;
2.65;1.24;0.24;-10.4;-3.39;-4.45;-15.84;-7.14;-7.54;-8.74;-4.61;-10.51;-7.75;-18.23;-27.87;53.44;57.35;-34.94;-40.83;-0.07;-70.67;78.61;
2.78;1.38;0.35;-10.26;-3.58;-4.57;-16.1;-7.38;-7.82;-9.04;-4.4;-10.37;-7.9;-18.35;-28.05;53.3;57.37;-34.91;-41.03;-0.21;-70.51;78.67;
2.88;1.4;0.5;-10.18;-3.72;-4.78;-16.28;-7.71;-8.16;-9.39;-4.23;-10.19;-8.15;-18.54;-28.13;53.23;57.4;-34.95;-41.01;-0.37;-70.35;78.64;
2.92;1.25;0.7;-10.24;-3.81;-4.95;-16.41;-8.03;-8.56;-9.83;-4.18;-9.9;-8.36;-18.69;-28.22;53.22;57.38;-34.97;-41;-0.56;-70.33;78.74;
3.06;1.03;0.88;-10.4;-3.75;-5.05;-16.42;-8.42;-8.88;-10.2;-4.14;-9.55;-8.58;-18.85;-28.23;53.21;57.26;-34.82;-40.96;-0.84;-70.32;78.78;
3.11;0.57;0.99;-10.57;-3.69;-5.04;-16.38;-8.75;-9.15;-10.39;-4.21;-9.21;-8.75;-19;-28.22;53.28;57.09;-34.78;-40.94;-1.19;-70.43;78.61;
3.01;0.11;0.98;-10.73;-3.58;-4.97;-16.35;-9.09;-9.48;-10.59;-4.41;-8.85;-8.83;-19.02;-28.26;53.25;57.05;-34.75;-40.7;-1.52;-70.62;78.58;
2.7;-0.24;0.81;-10.86;-3.39;-4.79;-16.33;-9.41;-9.7;-10.71;-4.76;-8.55;-8.92;-18.99;-28.29;53.29;56.99;-34.55;-40.52;-1.73;-70.92;78.54;
2.25;-0.44;0.61;-10.81;-3.22;-4.63;-16.28;-9.66;-9.94;-10.85;-5.16;-8.27;-8.85;-18.95;-28.21;53.38;56.91;-34.48;-40.42;-1.83;-71.1;78.72;
1.79;-0.58;0.37;-10.82;-3.03;-4.52;-16.06;-9.87;-10.12;-10.98;-5.65;-8.06;-8.74;-18.88;-28.1;53.48;56.94;-34.55;-40.33;-1.82;-71.27;78.98;
1.44;-0.74;0.26;-10.65;-2.87;-4.52;-15.88;-9.97;-10.22;-11.06;-6;-7.99;-8.67;-18.82;-27.94;53.59;56.95;-34.39;-40.32;-1.87;-71.33;79.32;
1.2;-0.87;0.23;-10.47;-2.76;-4.5;-15.64;-9.99;-10.31;-11.15;-6.22;-7.8;-8.5;-18.73;-27.74;53.74;56.96;-34.34;-40.3;-1.87;-71.31;79.67;
1.03;-0.94;0.27;-10.29;-2.69;-4.55;-15.46;-9.95;-10.3;-11.28;-6.37;-7.64;-8.35;-18.59;-27.67;53.81;57.05;-34.28;-40.45;-2.07;-71.19;79.91;
0.89;-1.01;0.49;-10.12;-2.77;-4.62;-15.33;-9.83;-10.2;-11.3;-6.46;-7.4;-8.2;-18.47;-27.72;53.73;57.09;-34.2;-40.55;-2.27;-71.02;79.91;
0.85;-1.1;0.73;-9.96;-2.87;-4.72;-15.25;-9.59;-10.17;-11.21;-6.58;-7.1;-8.01;-18.3;-27.93;53.74;56.99;-34.18;-40.71;-2.55;-70.88;79.64;
0.74;-1.18;0.92;-9.81;-3.11;-4.78;-15.24;-9.46;-9.94;-11.11;-6.73;-6.89;-8;-18.25;-28.27;53.71;56.93;-34.18;-40.9;-2.73;-70.91;79.25;
0.73;-1.16;1.03;-9.8;-3.27;-5.02;-15.34;-9.22;-9.77;-10.96;-6.88;-6.71;-8.15;-18.4;-28.56;53.65;56.89;-34.03;-40.92;-2.86;-71.04;78.81;
0.67;-1.12;0.96;-9.94;-3.36;-5.28;-15.47;-9.05;-9.68;-10.86;-7.07;-6.56;-8.38;-18.57;-28.73;53.68;56.7;-33.96;-41.04;-2.92;-71.22;78.63;
0.62;-1.08;0.81;-10.23;-3.42;-5.46;-15.56;-8.9;-9.46;-10.76;-7.23;-6.55;-8.64;-18.84;-28.82;53.76;56.47;-34.07;-41.06;-2.93;-71.44;78.81;
0.57;-0.98;0.63;-10.66;-3.34;-5.58;-15.72;-8.71;-9.31;-10.63;-7.31;-6.56;-8.74;-19.11;-28.69;53.9;56.44;-34.06;-40.95;-2.8;-71.76;78.99;
0.56;-0.86;0.48;-11.2;-3.3;-5.55;-15.9;-8.68;-9.28;-10.58;-7.16;-6.69;-8.75;-19.21;-28.57;54.11;56.33;-33.94;-40.66;-2.74;-71.9;78.96;
0.6;-0.68;0.31;-11.65;-3.17;-5.43;-15.91;-8.75;-9.29;-10.62;-6.98;-6.82;-8.71;-19.3;-28.4;54.25;56.16;-33.85;-40.48;-2.68;-72.02;79.03;
0.67;-0.47;0.12;-12.11;-3.03;-5.12;-15.74;-8.88;-9.45;-10.83;-6.74;-6.99;-8.54;-19.18;-28.07;54.31;56.09;-33.82;-40.41;-2.65;-72.15;79.19;
0.72;-0.33;-0.07;-12.39;-2.91;-4.68;-15.42;-9.13;-9.69;-11.11;-6.47;-7.32;-8.34;-18.94;-28.01;54.48;56.02;-33.75;-40.42;-2.78;-72.25;79.31;
0.79;-0.41;-0.2;-12.48;-2.85;-4.24;-15.1;-9.3;-9.95;-11.28;-6.21;-7.68;-8.08;-18.76;-28.18;54.67;56.01;-33.71;-40.52;-2.88;-72.23;79.48;
1.02;-0.59;-0.18;-12.44;-2.91;-3.73;-14.73;-9.45;-10.07;-11.36;-5.98;-8.06;-7.98;-18.61;-28.38;54.73;56.06;-33.75;-40.63;-2.93;-72.16;79.63;
1.2;-0.78;0.02;-12.28;-2.99;-3.43;-14.4;-9.5;-10.1;-11.39;-5.89;-8.45;-8.1;-18.65;-28.49;54.79;56.11;-33.88;-40.87;-3.04;-71.99;79.68;
1.26;-0.9;0.31;-12.2;-3.13;-3.17;-14.22;-9.45;-10.1;-11.26;-5.95;-8.67;-8.22;-18.79;-28.53;54.63;56.21;-34.08;-41.15;-3.15;-71.72;79.76;
1.2;-0.95;0.67;-12.14;-3.27;-2.9;-14.08;-9.31;-10;-11.1;-6.17;-8.83;-8.38;-18.92;-28.6;54.33;56.6;-34.23;-41.5;-3.23;-71.44;79.78;
0.96;-1;1.1;-12.1;-3.57;-2.71;-14.07;-9.18;-9.83;-10.87;-6.38;-8.99;-8.48;-19.13;-28.78;54;56.78;-34.44;-41.7;-3.44;-71.17;79.56;
0.75;-0.95;1.47;-12.02;-3.86;-2.58;-14.16;-8.97;-9.57;-10.64;-6.53;-9.1;-8.49;-19.29;-28.88;53.62;56.78;-34.62;-41.74;-3.43;-70.92;79.6;
0.62;-0.81;1.77;-12.03;-4.11;-2.53;-14.27;-8.83;-9.41;-10.52;-6.66;-9.27;-8.6;-19.48;-28.98;53.21;56.81;-34.95;-41.84;-3.24;-70.69;79.63;
0.59;-0.58;1.95;-12.11;-4.26;-2.5;-14.48;-8.84;-9.34;-10.52;-6.69;-9.46;-8.63;-19.67;-29.04;52.72;56.88;-35.24;-41.86;-2.99;-70.49;79.72;
0.7;-0.32;2.13;-12.25;-4.3;-2.36;-14.64;-8.8;-9.34;-10.6;-6.69;-9.6;-8.69;-19.85;-28.98;52.53;56.94;-35.27;-41.84;-2.69;-70.43;79.82;
0.94;-0.17;2.42;-12.46;-4.24;-2.17;-14.9;-8.96;-9.49;-10.73;-6.56;-9.84;-8.87;-20.03;-28.96;52.43;56.98;-35.3;-41.68;-2.44;-70.51;79.93;
1.24;-0.17;2.64;-12.61;-4.04;-2.14;-14.89;-9.17;-9.73;-11.06;-6.45;-9.93;-8.93;-20.16;-28.77;52.4;57.02;-35.31;-41.48;-2.24;-70.6;80.02;
1.45;-0.17;2.69;-12.77;-3.78;-2.06;-14.8;-9.39;-10.13;-11.39;-6.31;-10.02;-8.9;-20.16;-28.51;52.5;57.13;-35.25;-41.25;-2.14;-70.64;80.21;
1.4;-0.24;2.7;-12.96;-3.39;-2.01;-14.71;-9.67;-10.45;-11.68;-6.23;-10.01;-8.76;-20.05;-28.31;52.62;57.2;-35.11;-40.99;-2.13;-70.53;80.66;
1.28;-0.52;2.6;-13.04;-2.96;-2.08;-14.45;-9.84;-10.8;-11.93;-6.24;-9.95;-8.47;-19.85;-28.03;52.77;57.34;-35;-40.85;-2.17;-70.53;81.11;
1.21;-0.78;2.65;-13.02;-2.52;-2.2;-14.33;-9.99;-10.97;-12.13;-6.29;-9.82;-8.07;-19.56;-27.8;52.96;57.61;-34.98;-40.77;-2.38;-70.49;81.52;
1.09;-1;2.75;-12.94;-2.18;-2.53;-14.19;-10.07;-10.96;-12.19;-6.46;-9.56;-7.73;-19.19;-27.61;53.14;57.79;-34.87;-40.7;-2.64;-70.4;81.84;
0.98;-1.14;2.86;-12.88;-1.93;-2.92;-14.04;-10.01;-10.9;-12.11;-6.8;-9.27;-7.38;-18.99;-27.3;53.19;57.97;-34.87;-40.58;-2.82;-70.25;82;
0.89;-1.29;3.01;-12.73;-1.81;-3.32;-13.96;-9.88;-10.7;-11.89;-7.07;-9.05;-7.07;-18.7;-27.15;53.26;58.13;-34.91;-40.57;-2.94;-70.14;81.88;
0.78;-1.32;3.17;-12.56;-1.56;-3.62;-13.91;-9.55;-10.33;-11.46;-7.39;-8.97;-6.85;-18.49;-27.1;53.24;57.98;-34.92;-40.53;-2.83;-70.21;81.61;
0.72;-1.24;3.22;-12.28;-1.42;-3.87;-14.1;-9.09;-9.84;-10.96;-7.6;-8.99;-6.61;-18.28;-27.1;53.12;57.73;-34.93;-40.62;-2.73;-70.45;81.22;
0.77;-0.95;3.09;-11.97;-1.32;-4.07;-14.36;-8.59;-9.36;-10.52;-7.7;-9.04;-6.48;-18.01;-27.3;53.1;57.5;-34.97;-40.71;-2.8;-70.73;80.74;
0.74;-0.51;2.84;-11.8;-1.14;-4.28;-14.8;-8.13;-8.94;-10.01;-7.64;-9.22;-6.34;-17.93;-27.41;53.08;57.23;-35.09;-40.61;-2.92;-70.93;80.24;
0.77;-0.04;2.53;-11.69;-0.98;-4.42;-15.3;-7.83;-8.56;-9.72;-7.43;-9.43;-6.3;-17.81;-27.55;53.08;57.08;-35.02;-40.45;-2.95;-71.27;79.84;
0.88;0.42;2.17;-11.6;-0.73;-4.56;-15.75;-7.64;-8.26;-9.41;-7.22;-9.65;-6.27;-17.8;-27.52;53.15;56.81;-34.7;-40.23;-3.08;-71.67;79.7;
1.07;0.66;1.92;-11.7;-0.53;-4.75;-16.16;-7.55;-8.05;-9.1;-6.9;-9.73;-6.26;-17.78;-27.37;53.24;56.57;-34.26;-40.01;-3.02;-71.98;79.68;
1.38;0.96;1.67;-11.84;-0.43;-4.91;-16.43;-7.43;-7.8;-8.92;-6.5;-9.76;-6.33;-17.7;-27.22;53.57;56.47;-34.09;-39.79;-2.98;-72.14;79.55;
1.7;1.17;1.52;-12.08;-0.41;-5;-16.54;-7.3;-7.66;-8.76;-6.14;-9.63;-6.29;-17.68;-27.1;53.91;56.43;-33.77;-39.57;-3.02;-72.24;79.56;
2.01;1.29;1.35;-12.37;-0.52;-4.93;-16.58;-7.18;-7.51;-8.67;-5.67;-9.53;-6.17;-17.58;-26.99;54.13;56.48;-33.41;-39.47;-3.2;-72.22;79.68;
2.17;1.44;1.22;-12.55;-0.71;-4.78;-16.53;-7.05;-7.34;-8.6;-5.32;-9.48;-6.17;-17.47;-27.06;54.32;56.55;-33.16;-39.46;-3.26;-72.04;79.56;
2.46;1.48;1.14;-12.46;-0.97;-4.65;-16.44;-6.87;-7.17;-8.41;-5.02;-9.4;-6.11;-17.35;-27.19;54.53;56.58;-33.03;-39.48;-3.11;-71.85;79.5;
2.68;1.45;1.05;-12.21;-1.34;-4.49;-16.28;-6.66;-7.06;-8.23;-4.83;-9.28;-6.28;-17.33;-27.37;54.73;56.72;-32.98;-39.65;-2.78;-71.62;79.4;
2.81;1.54;0.97;-11.88;-1.64;-4.35;-16.13;-6.55;-7.03;-8.17;-4.65;-9.26;-6.6;-17.5;-27.54;54.83;56.83;-33.06;-39.96;-2.45;-71.43;79.32;
2.95;1.62;0.92;-11.49;-1.98;-4.21;-16.07;-6.49;-7.05;-8.14;-4.6;-9.23;-6.93;-17.76;-27.66;54.81;56.92;-33.17;-40.27;-2.22;-71.37;79.24;
2.94;1.7;0.9;-11.07;-2.22;-4.08;-16.06;-6.47;-7.15;-8.21;-4.57;-9.31;-7.33;-18.06;-27.77;54.72;56.96;-33.38;-40.57;-2.03;-71.4;79.18;
2.95;1.82;1;-10.73;-2.45;-4.04;-16.24;-6.52;-7.29;-8.37;-4.52;-9.36;-7.58;-18.37;-27.92;54.42;56.85;-33.5;-40.83;-1.96;-71.46;79.09;
3.01;1.95;1.06;-10.51;-2.6;-4.14;-16.45;-6.63;-7.49;-8.53;-4.43;-9.49;-7.74;-18.58;-28.07;54.15;56.79;-33.64;-41.04;-1.9;-71.66;79.07;
3.08;2.04;1.09;-10.44;-2.76;-4.26;-16.69;-6.9;-7.86;-8.92;-4.24;-9.56;-7.94;-18.77;-28.22;54.07;56.78;-33.81;-41.22;-1.91;-71.8;79.14;
3.19;2.04;1.13;-10.53;-2.97;-4.5;-16.97;-7.28;-8.19;-9.27;-4.13;-9.72;-8.01;-18.92;-28.35;53.96;56.77;-33.94;-41.26;-1.88;-72.04;79.03;
3.26;1.91;1.26;-10.67;-3.2;-4.68;-17.08;-7.67;-8.54;-9.62;-4.05;-9.8;-8.27;-18.99;-28.41;53.84;56.78;-33.91;-41.25;-1.82;-72.15;79.12;
3.44;1.65;1.42;-10.82;-3.38;-4.78;-17.13;-8.05;-8.81;-9.95;-3.99;-9.87;-8.56;-19.04;-28.49;53.85;56.66;-33.76;-41.13;-1.65;-72.18;79.12;
3.5;1.34;1.59;-11.05;-3.54;-4.79;-17.11;-8.41;-9.08;-10.21;-4.02;-9.96;-8.73;-19.12;-28.54;53.98;56.6;-33.72;-41.03;-1.39;-72.22;78.91;
3.46;0.93;1.62;-11.23;-3.61;-4.69;-17.08;-8.72;-9.36;-10.38;-4.2;-9.99;-8.88;-19.17;-28.56;54.14;56.56;-33.68;-40.89;-1.09;-72.14;78.86;
3.29;0.55;1.55;-11.38;-3.66;-4.5;-17.13;-8.96;-9.66;-10.6;-4.49;-10;-8.99;-19.17;-28.56;54.38;56.45;-33.5;-40.62;-0.76;-71.99;78.91;
2.98;0.29;1.33;-11.37;-3.62;-4.34;-17.02;-9.21;-9.9;-10.76;-4.82;-10.01;-8.94;-19.11;-28.46;54.59;56.41;-33.45;-40.59;-0.37;-71.96;79.15;
2.65;0.08;1.12;-11.27;-3.46;-4.05;-16.88;-9.31;-10.14;-10.97;-5.26;-9.9;-8.82;-19.05;-28.39;54.73;56.46;-33.46;-40.5;-0.13;-71.96;79.42;
2.31;-0.02;1.05;-11.17;-3.25;-3.87;-16.7;-9.33;-10.29;-11.11;-5.62;-9.77;-8.69;-18.99;-28.29;54.83;56.5;-33.36;-40.5;0.05;-72.09;79.75;
2.08;-0.15;1;-11.04;-3.06;-3.8;-16.45;-9.38;-10.41;-11.21;-5.96;-9.55;-8.57;-18.84;-28.09;54.92;56.59;-33.35;-40.54;0.03;-72.2;80.02;
1.92;-0.26;1.1;-10.85;-2.84;-3.83;-16.23;-9.31;-10.39;-11.32;-6.29;-9.24;-8.41;-18.76;-28.02;54.89;56.63;-33.34;-40.7;-0.1;-72.44;80.18;
1.78;-0.32;1.29;-10.69;-2.65;-4;-16.08;-9.27;-10.27;-11.3;-6.56;-8.85;-8.23;-18.64;-28.07;54.75;56.56;-33.27;-40.69;-0.29;-72.62;80.16;
1.67;-0.39;1.58;-10.53;-2.45;-4.21;-16.01;-9.13;-10.08;-11.32;-6.78;-8.46;-8.11;-18.51;-28.24;54.69;56.45;-33.24;-40.79;-0.58;-72.91;79.92;
1.6;-0.34;1.79;-10.39;-2.41;-4.45;-15.96;-8.96;-9.88;-11.21;-6.99;-8.11;-7.97;-18.41;-28.54;54.59;56.36;-33.22;-40.87;-0.95;-72.96;79.53;
1.62;-0.25;1.86;-10.37;-2.5;-4.69;-16.02;-8.82;-9.68;-11.01;-7.14;-7.86;-8.02;-18.45;-28.76;54.43;56.44;-33.09;-41.01;-1.34;-73.08;79.15;
1.55;-0.17;1.82;-10.54;-2.66;-4.95;-16.1;-8.71;-9.55;-10.86;-7.32;-7.68;-8.21;-18.62;-28.88;54.45;56.38;-32.97;-41.08;-1.51;-73.15;79.01;
1.51;-0.1;1.74;-10.83;-2.87;-5.17;-16.23;-8.61;-9.4;-10.72;-7.5;-7.55;-8.35;-18.88;-28.89;54.48;56.12;-33.12;-40.99;-1.52;-73.27;79.19;
1.53;-0.06;1.57;-11.28;-3.05;-5.24;-16.44;-8.48;-9.25;-10.58;-7.68;-7.52;-8.53;-19.11;-28.77;54.55;55.96;-33.03;-40.89;-1.52;-73.35;79.29;
1.47;-0.04;1.31;-11.83;-3.16;-5.13;-16.6;-8.47;-9.21;-10.45;-7.75;-7.45;-8.63;-19.29;-28.62;54.71;55.88;-32.79;-40.8;-1.6;-73.19;79.25;
1.5;0.07;1.04;-12.22;-3.17;-4.95;-16.61;-8.47;-9.25;-10.45;-7.73;-7.35;-8.65;-19.39;-28.45;54.87;55.7;-32.68;-40.63;-1.76;-73.03;79.28;
1.52;0.22;0.83;-12.62;-3.15;-4.58;-16.44;-8.6;-9.42;-10.54;-7.67;-7.16;-8.59;-19.32;-28.26;54.95;55.68;-32.68;-40.57;-2.01;-72.75;79.45;
1.52;0.3;0.62;-12.8;-3.05;-4.17;-16.14;-8.86;-9.67;-10.75;-7.56;-6.95;-8.42;-19.19;-28.25;55.22;55.69;-32.64;-40.65;-2.29;-72.52;79.59;
1.6;0.24;0.49;-12.86;-2.89;-3.63;-15.75;-9.08;-9.91;-10.94;-7.53;-6.73;-8.19;-18.95;-28.41;55.41;55.6;-32.58;-40.92;-2.48;-72.21;79.69;
1.77;0.1;0.47;-12.82;-2.73;-3.23;-15.41;-9.23;-9.94;-11;-7.49;-6.73;-8.03;-18.78;-28.56;55.47;55.7;-32.63;-41.08;-2.69;-72;79.8;
1.92;-0.1;0.58;-12.69;-2.58;-2.94;-15.16;-9.31;-9.93;-11.07;-7.63;-6.84;-8;-18.82;-28.71;55.42;55.76;-32.78;-41.2;-2.85;-71.79;79.87;
1.96;-0.26;0.81;-12.61;-2.58;-2.75;-14.91;-9.27;-9.82;-11.05;-7.91;-6.93;-8.11;-18.94;-28.77;55.14;55.91;-33.02;-41.37;-2.92;-71.7;79.98;
1.86;-0.26;1.15;-12.52;-2.58;-2.57;-14.81;-9.09;-9.67;-10.95;-8.29;-7.04;-8.27;-19.04;-28.97;54.75;56.23;-33.25;-41.59;-2.91;-71.62;79.98;
1.72;-0.28;1.54;-12.44;-2.61;-2.39;-14.85;-8.8;-9.48;-10.83;-8.78;-7.17;-8.47;-19.15;-29.12;54.39;56.3;-33.5;-41.72;-2.82;-71.73;79.77;
1.64;-0.26;1.9;-12.38;-2.79;-2.22;-14.91;-8.47;-9.37;-10.56;-9.28;-7.44;-8.66;-19.21;-29.25;54.01;56.33;-33.72;-41.72;-2.7;-71.64;79.83;
1.57;-0.13;2.11;-12.43;-2.94;-2.13;-15.06;-8.28;-9.39;-10.43;-9.69;-7.65;-8.79;-19.42;-29.34;53.58;56.28;-33.95;-41.82;-2.7;-71.59;79.86;
1.56;0.17;2.16;-12.56;-3.2;-2.02;-15.19;-8.2;-9.52;-10.31;-10.02;-8.04;-8.76;-19.61;-29.45;53.13;56.4;-34.18;-41.88;-2.84;-71.53;79.94;
1.67;0.42;2.18;-12.71;-3.41;-1.87;-15.32;-8.26;-9.65;-10.32;-10.25;-8.32;-8.81;-19.77;-29.51;53.05;56.53;-34.2;-41.94;-2.96;-71.46;79.94;
1.86;0.56;2.18;-12.95;-3.65;-1.74;-15.47;-8.44;-9.77;-10.44;-10.43;-8.51;-8.79;-19.97;-29.44;53.04;56.57;-34.23;-41.91;-3.01;-71.33;80.1;
2.2;0.57;2.06;-13.13;-3.84;-1.71;-15.45;-8.71;-9.87;-10.7;-10.55;-8.69;-8.82;-20.08;-29.22;53.1;56.64;-34.32;-41.78;-3.1;-71.22;80.22;
2.36;0.52;1.91;-13.3;-3.93;-1.68;-15.45;-9.01;-9.97;-11;-10.68;-8.77;-8.84;-20.15;-28.96;53.28;56.78;-34.32;-41.62;-3.11;-71.12;80.32;
2.32;0.37;1.67;-13.39;-3.86;-1.58;-15.33;-9.22;-10.01;-11.24;-10.87;-8.89;-8.7;-20.12;-28.67;53.44;56.9;-34.17;-41.37;-3.18;-71.16;80.61;
2.09;0.17;1.46;-13.35;-3.66;-1.61;-15.19;-9.42;-10.14;-11.49;-11.1;-9.13;-8.46;-19.9;-28.43;53.57;57.08;-34.14;-41.17;-3.3;-71.36;81.08;
1.89;-0.1;1.27;-13.3;-3.37;-1.79;-15.08;-9.56;-10.27;-11.67;-11.45;-9.33;-8.05;-19.55;-28.24;53.75;57.35;-34.11;-41.09;-3.46;-71.66;81.54;
1.73;-0.32;1.06;-13.2;-3.01;-2.05;-14.93;-9.73;-10.35;-11.76;-11.88;-9.53;-7.67;-19.19;-27.94;53.79;57.52;-34.11;-40.89;-3.41;-71.88;81.98;
1.66;-0.54;0.84;-13.14;-2.56;-2.44;-14.71;-9.71;-10.39;-11.76;-12.32;-9.66;-7.31;-18.87;-27.65;53.8;57.78;-34.16;-40.76;-3.29;-72.18;82.21;
1.66;-0.72;0.69;-12.98;-2.09;-2.8;-14.58;-9.47;-10.25;-11.6;-12.84;-9.65;-6.92;-18.62;-27.45;53.8;57.94;-34.24;-40.71;-3.05;-72.52;82.13;
1.6;-0.77;0.55;-12.8;-1.76;-3.13;-14.52;-9.15;-10.03;-11.24;-13.33;-9.68;-6.71;-18.34;-27.35;53.71;57.84;-34.21;-40.62;-2.81;-72.88;81.78;
1.66;-0.64;0.29;-12.5;-1.52;-3.52;-14.75;-8.63;-9.73;-10.79;-13.8;-9.65;-6.51;-18.15;-27.42;53.53;57.65;-34.17;-40.64;-2.58;-73.08;81.31;
1.63;-0.29;-0.05;-12.15;-1.33;-3.84;-15.05;-8.12;-9.26;-10.35;-14.18;-9.54;-6.31;-18;-27.51;53.38;57.35;-34.1;-40.72;-2.42;-73.12;80.85;
1.55;0.14;-0.59;-11.96;-1.08;-3.99;-15.51;-7.6;-8.85;-9.87;-14.64;-9.44;-6.25;-18.01;-27.6;53.34;57.14;-34.25;-40.7;-2.29;-73.16;80.3;
1.48;0.65;-1.21;-11.92;-0.93;-4.14;-16.1;-7.24;-8.49;-9.57;-14.98;-9.32;-6.22;-18.06;-27.73;53.37;57.02;-34.2;-40.58;-2.13;-73.06;79.87;
1.54;1.07;-1.76;-11.85;-0.79;-4.26;-16.55;-7.05;-8.13;-9.31;-15.26;-9.16;-6.17;-18.09;-27.71;53.41;56.83;-33.96;-40.36;-2.15;-72.86;79.86;
1.69;1.32;-2.25;-11.92;-0.66;-4.36;-17;-6.87;-7.85;-9.01;-15.59;-9.02;-6.15;-18.11;-27.62;53.52;56.63;-33.64;-40.15;-2.22;-72.63;79.81;
1.85;1.57;-2.73;-12.01;-0.56;-4.42;-17.2;-6.74;-7.55;-8.87;-15.83;-8.88;-6.06;-18.08;-27.41;53.81;56.51;-33.44;-39.85;-2.35;-72.51;79.72;
2.04;1.74;-3.23;-12.15;-0.31;-4.43;-17.22;-6.61;-7.45;-8.69;-16.03;-8.81;-6.03;-17.99;-27.23;54.12;56.42;-33.13;-39.6;-2.48;-72.46;79.69;
2.15;2.03;-3.77;-12.35;-0.1;-4.41;-17.22;-6.49;-7.44;-8.58;-16.19;-8.9;-5.99;-17.83;-27.2;54.46;56.37;-32.87;-39.45;-2.63;-72.45;79.7;
2.25;2.11;-4.39;-12.44;-0.01;-4.29;-17.12;-6.39;-7.38;-8.5;-16.31;-9.06;-5.92;-17.58;-27.26;54.69;56.34;-32.53;-39.42;-2.67;-72.45;79.62;
